Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.istuff.cz/bezdratova-bluetooth-sluchatka-i12-tws-s-dobijecim-boxem/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.biovara.cz/ostropestrec-silymarin-standardizovany-extrakt-kapsle/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.rosefresh.cz/plet/ochranny-krem-proti-zareni-uva-uvb--biofresh-sport--75ml/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.redandroid.cz/tvrzene-sklo-note-9-pro/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.mujswatch.cz/swatch-so27z106/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.gattanera.com/kremy-na-obuv-a-impregnace/collonil-rustical-impregnace/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.instaxshop.cz/fujifilm-instax-square-sq6-pearl-white-monochrome-kit/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.sifos-obchod.cz/sifonove-lahve-soda-nahradni-dily/krytka-zavitu-pro-hlavu-sifonove-lahve-soda-9106/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.animalfeed.cz/vital-25-kg--doplnek-pro-sport-a-chov/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.hlfashion.cz/kratka-sukne-s-designem-na-gumu/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.nutritio.cz/sonnentor-provensalske-koreni-bio-25--g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.kasumex.cz/odkornovace-na-motorove-pily/odkornovac-noveho-typu-pro-husqvarna--545--550--555--560-jonsered-2252--2253/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.eshopflocker.cz/valley-softshellova-bunda-damska/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.wpcshop.cz/plne-profily/terasove-prkno-perwood-top-calcite/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.uhcar-eshop.cz/c4-new-od-2020/predni-velurove-koberecky-pro-citroen-c4--c41/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.obalis.cz/papirove-tasky/papirova-taska-hneda-s-kroucenym-uchem-18x8x24-cm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.mojeboccia.cz/damske/boccia-titanium-hodinky-miyota-9t22-3590-11/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.help-man.cz/rucne-pleteni-medvedi/rucne-pleteny-medved-da7q6/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.hausspezi.cz/obkladovy-kamen-dafina--betonovy-bezovy-39-8-x-9-8-cm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.yoo.cz/nafukovaci-panna-african-queen/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://eshop.happy-hair.cz/natulique/natulique-perfume-free-hair-scalp-hairwash/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.resacs.cz/lcd-hall-meric-napeti--proudu-a-kapacity-0-300v-0-400a/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.cbd-cannabis.cz/cbd-oleje/meladol/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.huranabytek.cz/vyprodej/konferencni-stolek-eliot--cerna-lesk-bila-hg/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.svickymatys.eu/akce-slevy/2-1-zdarma-sada-aroma-vosku-a-cajovych-svicek--svezest-alpskych-vrchu/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.loznicejicin.cz/matrace_90x200/matrace-vitale-armonioso-90x200cm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.styl-kov.cz/domovni-cislo-tabulka-lakovana-12/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.barnaby.cz/voditka/voditko-pro-psa-buddys-etna-tyrkysove-nastavitelne/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.goodystore.cz/sterilizatory-2/59s--uv-c-multifunkcni-sterilizacni-box-t5--modry/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.aaryans.cz/bavlnene-povleceni-medvidek-koala/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.krasnevune.cz/saphir-perfect-man-parfemovana-voda-pro-muze/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;http://www.k-nabytek.cz/postele-s-matracema/balvin-180x200cm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.upejska.cz/psi/farm-fresh-lamb-rabbit-with-sweet-potato-plum-800g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.kupujonline.cz/kosmeticke-pristroje-a-potreby/lumispa-s-ocnim-nastavcem-accent-a-prislusenstvim/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.centrumvytapeni.cz/faren-fireglass-chemicky-cistic-skla/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.ksd-art.cz/textil-z-autorske-latky/detska-rasena-sukne-mrazive-jerabiny/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.gardners-eshop.cz/aeraria/sklenena-doza-helenium-s-korkovym-spuntem--17x27-cm-osazej-si-sam/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.ne-vinnedarky.cz/body-tip-ovocny-koktejl-darkova-kazeta-s-hroznovym-vinem/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;http://www.dejmis.cz/damske_penezenky/gregorio-luxusni-cervena-damska-kozena-penezenka-v-darkove-krabicce/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.colway.cz/s-a-batecko-kolagen--nova-strategie-udrzeni-zdravi-a-prodlouzeni-mladi/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.e-cigo.cz/elektronicka-cigareta/joyetech-ego-aio-eco-friendly-version-elektronicka-cigareta-1700mah-silver/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.sweetliving.cz/jidelni-zidle/jidelni-zidle-calounena-s-dekorativnim-prositim--cervena-dcl442-red4/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://shop.fell-shop-praha.cz/stolicky/skladaci-stolicka-s-drevenymi-nozkami/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.topkuze.cz/do-ruky-na-rameno/kozena-kabelka-pyt-kros-21-tmave-hneda/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.decartwood.cz/vesaky-na-medaile/vesak-na-medaile-medajlovnik-ii--se-jmenem/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.frepro.cz/elektronicke-osvezovace-vzduchu/ourfresh-pristroj/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.rkdekorace.cz/aanzmany/dekorovana-vaza-s-jarnimi-kvetinami-a-motylky-v-ruzove-barve-70-cm/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.animalhouse.cz/drobni/podestylka-z-konopneho-pazderi-10l/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.organikk.cz/prirodni-deodoranty/-ku-tis-prirodni-deodorant-cedrove-drevo-ruze-vegan-55g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.superplechacek.cz/keramicky-hrnecek-s-jednorozcem-2-320-ml/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.gamershouse.cz/xbox-one-grand-theft-auto-5--gta-v-premium-online-edition--nova-/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.uklizimeseuronou.cz/pohlcovac-pachu-do-odpadkoveho-kose--250-ml/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.mlsnamys.cz/mlecna-cokolada-s-karamelizovanymi-liskovymi-orechy--100g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.dejmunej.cz/natures-menu-home-prepare-barf-mlete-jehneci-a-kureci/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.jungletek.cz/starterpack/starterpack-urban-x-mini/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.renovality.cz/doplnky-stravy/renohair-maximal-90-tablet-doplnek-stravy/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.coffeeband.cz/bialetti-moka-induction-4-salky-160-ml/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.adtshop.cz/high-security-fingerprint-safe-compact-ysfb-200-eb1/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.merinoobchod.cz/impregnace/atsko-sno-seal-impregnace-z-praveho-vceliho-vosku-200-g-236-ml/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.porcelanovysvet.cz/porcelanove-misy-na-kompot--salat-20-cm-a-vice/misa-valcova--porcelan--modre-kyticky--24-cm--g--benedikt/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.emie.cz/kuchynske-roboty/sogo-ss-14565-easycook-pro/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.perfect-dress.eu/bile-prodysne-tenisky-s-tkanickami-sitovane-panske-boty-ruzne-barvy/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.design-ali.cz/doplnky-ke-kabelkam/damska-rouska-47/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.bylintea.cz/novy-den-bylinna-cajova-smes/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.farmers.cz/detske-teplaky-do-manzety/detske-teplaky-parkour-freedom-green-lehke/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.tupeskakeramika.cz/korenky/sada-korenek-s-rucne-malovanym-korenim/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.rigalli.cz/jacobsens-bakery-maslove-susenky-v-plechove-doze-avenue-400g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.curaloe.cz/vyhodna-baleni/sampon-a-kondicioner/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.euroshopy.cz/stiga-sgm-72-ae-aku-multifunkcni-nastroj/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.naprivlac.cz/dragonfly-popper-2/imitace-vazky-river2sea-dragonfly-popper--green-brown--/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.centernet.cz/komunikacni-soupravy/mdmptt20-externi-ovladani-rucni-radiostanice-pro-pracovnika-jerabu/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.iobklady.cz/keramicky-fasadni-obklad-cerrad-loft-brick-chili/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.slovackamostarna.cz/vinne-telove-mleko-frankovka-rose/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.infinityeshop.cz/softshellove-kalhoty-kugo-chlapecke-vel-122/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.kimgroup.cz/testy-na-koronavirus/antigenni-test-sars-cov-2-antigen-rapid-test-kit--colloidal-gold-1ks/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.etani.cz/etani-omlazujici-pletove-serum-s-extraktem-z-opuncie-30ml-/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.brouczech.cz/storchenwiege-nositka/storchenwiege-nositko-tyrkys/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.smnaradi.cz/dilna-a-stavebni-technika/rezacka-s-vykruzovacem-mt526-8a-650-mm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.beason.cz/vitaminy-mineraly/reflex-nexgen-pro-digestive-enzymes-120-kapsli/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.stencl.cz/zavesna-sklicka/predlohy-na-malovani-na-sklo-s-vyvysenou-konturou-zviratka-domaci-zviratka/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.skodadoplnky.cz/octavia-iii/textilni-koberce-prestige-octavia-iii/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.apspotrebice.cz/kavovary/odvapnovac-de-longhi-eco-decalk/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.monicinobchudekmks.cz/naramek-z-mineralu-tygri-oko-hematit-obsidian/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.led4all.cz/uhlove-profily/profil-wireli-corner14-ef-y-30-60-hlinik-anoda-2m--metraz/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://eshop.vinostrada.cz/conegliano-valdobbiadene-prosecco-superiore-docg-extra-dry/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.drogerietisnov.cz/dezinfekce/dermsanit-antibakterialni-sprej-na-ruce-50ml/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.aroma-jenprotebe.cz/hutermann-aroma-difuzer-yh02-svetle-drevo-300-ml-ultrazvukovy--usb/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.decoalta.cz/Kusovy-koberec-Rabbit-Sheepskin-200-seda-modra
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.e-soupravy.cz/panska-teplakova-souprava-punisher-bone-cervena/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.krasyorientu.cz/turecka-kava-mehmet-efendi-250g/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.nakupvsechno.cz/zbozi/respirator-ffp2-detsky-modry-1-ks/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.lightz.one/lepidla-na-svetla/samoinstalacni-sada--tmel/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.sport99.cz/sport-in-line-brusleni-koleckove-brusle-2/koleckove-brusle-nils-extreme-nh18122-4v1-fialove/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.kupsvitidla.cz/solight-meteostanice--extra-velky-lcd-displej--teplota--vlhkost--rcc--cerna--stribrna--teplotni-alarm/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.neozen.cz/detoxikace-organismu/ocistna-kura-trizones/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.dnbmarket.cz/zimni-cepice/zimni-cepice-dnb-stripes/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.levnedarecky.cz/mapy--nastenky--samolepky/velka-stiraci-mapa-sveta-s-vlajkami-deluxe-82-x-59-cm-s-prislusenstvim-cerna/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.zidleprodeti.cz/borovicova-zidlicka-drewex-antonin-medvidek-a-motylek-seda/
OSTATNÍ ZÁKAZNÍCI TAKÉ NAKOUPILI;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.csklimamont.cz/nastenna-klimatizace/klimatizace-deluxe--colors-6-kw-mitsubishi-msz-ln60vg-muz-ln60vg/
Ostatní zákazníci také nakoupili;In a popup;Misdirection;Pressured selling;Product detail;??;https://www.madeinindia.cz/bavlnene-satky/tmave-modry-bavlneny-satek/
