Pattern String;Comment;Pattern Category;Pattern Type;Where in website;Deceptive;Website Page;Domain
Nakupte ještě za 2 401 Kč a získejte 2% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.drvet.cz/audevard/balsamic-control/;www.drvet.cz
Nakupte ještě za 2 571 Kč a získejte 2% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.detailingshop.cz/auto-finesse-dressle-all-purpose-dressing-500ml-sealant-na-plasty/;www.detailingshop.cz
Nakupte ještě za 2 785,12 CZK bez DPH a máte dopravu ZDARMA;;Misdirection;Pressured Selling;Product Detail;No;https://www.mujboardshop.cz/Rozcestnik-snur-PLKB-k-barum-Navigator-V5-6-a-Commander-d703.htm;www.mujboardshop.cz
Nakupte ještě za 2 835 Kč pro poštovné a balné zdarma.;;Misdirection;Pressured Selling;Checkout Process;No;https://www.motocheb.cz/pokladna;www.motocheb.cz
Nakupte ještě za 2 971 Kč a získejte 1% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.bfap-store.cz/ffl-cat-tin-sterilized-salmon-415g/;www.bfap-store.cz
Nakupte ještě za 2000 Kč a máte DOPRAVU ZDARMA;;Misdirection;Pressured Selling;Product Detail;;https://www.adames.cz/index.php?route=product/product&product_id=6771;www.adames.cz
Nakupte ještě za 3 001 Kč a mějte poštovné a balné zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.gazzasport.cz/kosik/?idAdd=15536&idSubAdd=83508&cast=add;www.gazzasport.cz
Nakupte ještě za 3 510 Kč a získáte LED svítidlo do zásuvky ZDARMA!;;Misdirection;Pressured Selling;Product Detail;No;https://www.rent.cz/eglo-78975-led-venkovni-nastenne-svitidlo-doninni-1xled-6w-230v-ip44/;www.rent.cz
Nakupte ještě za 3 510 Kč pro poštovné a balné zdarma.;;Misdirection;Pressured Selling;Checkout Process;No;http://www.pharma-performance.cz/pokladna;www.pharma-performance.cz
Nakupte ještě za 3 811,-Kč a získejte poštovné a balné zdarma.;;Misdirection;Pressured Selling;Product Detail;No;https://www.svetceskehonabytku.cz/loznice/matrace/matrace-lima.htm;www.svetceskehonabytku.cz
Nakupte ještě za 300 Kč a získejte dopravu ZDARMA;Appers in a popup after adding to cart;Misdirection;Pressured Selling;Product Detail;No;https://www.tiskarny-tonery-kopirky.cz/hp-w2070-3a-117a-kompatibilni-cerny-cerveny-modry-a-zluty-toner-eco-bez-cipu.html;www.tiskarny-tonery-kopirky.cz
Nakupte ještě za 360 Kč a získejte 5% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.cannaworld-seeds.cz/cbg-cbd-olej-original-10-5--cbg-5--cbd-1000mg--10-ml-iamcbd/;www.cannaworld-seeds.cz
Nakupte ještě za 4 462,00 Kč a budete mít poštovné ZDARMA;;Misdirection;Pressured Selling;Checkout Process;No;https://www.jednokolka.cz/kosik/?act=basketuserinfo;www.jednokolka.cz
Nakupte ještě za 4 951 Kč a získejte 4% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.carpcentrum.cz/rohlikove-boilies/rohlikove-boilie-50ml-monster-halibut/;www.carpcentrum.cz
Nakupte ještě za 4 999 Kč a získejte 5% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.partykostym.cz/klipy-na-balonky-zafixovani-nafouknutych-balonku/;www.partykostym.cz
Nakupte ještě za 499,00 Kč a budete mít dopravu zdarma!;Popup after adding to cart and in the cart;Misdirection;Pressured Selling;Product Detail;No;https://www.probazen.com/filtracni-kulicky-700-g/;www.probazen.com
Nakupte ještě za 5 310 Kč a získejte 7% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.razak-shop.cz/ochranna-samolepka-4x4-cm-epow-8-2-mhz--barcode-deaktivovatelna--frozen/;www.razak-shop.cz
Nakupte ještě za 552 Kč a máte dopravu ZDARMA!;;Misdirection;Pressured Selling;Product Detail;No;https://shop.pejskar.cz/royal-canin-cat-outdoor-7-granule-pro-starnouci-kocky-s-castym-pohybem-venku-400g-2100555/;shop.pejskar.cz
Nakupte ještě za 601 Kč pro poštovné zdarma!;;Misdirection;Pressured Selling;Product Detail;No;https://www.printprofi.cz/lexmark-12a1985-85-color-tribarevna?sort=availability&dir=down;www.printprofi.cz
Nakupte ještě za 651 Kč a máte dopravu zdarma!;;Misdirection;Pressured Selling;Product Detail;No;https://www.cool-ceny.cz/added/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Nakupte ještě za 651 Kč a máte dopravu zdarma!;;Misdirection;Pressured Selling;Cart Detail;No;https://www.cool-ceny.cz/added/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Nakupte ještě za 7 783 Kč a získejte 2% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.4doors.cz/dverni-rozetove-kovani-twin-leko-club-ba-1102-ni-sat/;www.4doors.cz
Nakupte ještě za 702 Kč a získejte 1% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.hospodynkam.cz/smes-na-duhovy-dort-rainbow-600g/;www.hospodynkam.cz
Nakupte ještě za 707,10 Kč a máte dopravu zdarma;In a popup;Misdirection;Pressured Selling;Product Detail;No;https://www.a-pro.cz/6-mm-prodluzovaci-kabel-pro-lighta-life-1-8-m/;www.a-pro.cz
Nakupte ještě za 710 Kč a získejte 5% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.desami.cz/kousatko/silikonove-kousatko-mickey-sparta/;www.desami.cz
Nakupte ještě za 716 Kč a získejte 5% slevu navíc.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.shadowbazar.cz/kosik/;www.shadowbazar.cz
Nakupte ještě za 741 Kč a získejte dopravu ZDARMA;;Misdirection;Pressured Selling;Product Detail;No;https://www.dekolamp.cz/emos-zy2310-led-dekorativni-projektor-vlocky-2w-ip20-studena-bila-rotujici-svetlo.html;www.dekolamp.cz
Nakupte ještě za 816 Kč a můžete mít dopravu zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;https://www.moje-pradlo.cz/zakaznik/pridej-do-kosiku;www.moje-pradlo.cz
Nakupte ještě za 9 174 Kč a získejte 5% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.perfect-dress.eu/bile-prodysne-tenisky-s-tkanickami-sitovane-panske-boty-ruzne-barvy/;www.perfect-dress.eu
Nakupte ještě za 9 496 Kč a budete mít poštovné zdarma!;;Misdirection;Pressured Selling;Cart Detail;No;https://nej-plot.cz/kosik/;nej-plot.cz
Nakupte ještě za 9147 Kč pro poštovné a balné zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;https://divanti.cz/kosik;divanti.cz
Nakupte ještě za 918Kč a získejte poštovné a balné zdarma.;;Misdirection;Pressured Selling;Cart Detail;No;http://www.vunezmamulada.cz/parfemy-pro-zeny/kolinska-voda-lavanda-eau-de-cologne-lavanda-eterea.htm;www.vunezmamulada.cz
Nakupte ještě za 926 Kč a získejte 3% slevu navíc.;;Misdirection;Pressured Selling;Product Detail;No;https://www.eshopflocker.cz/valley-softshellova-bunda-damska/;www.eshopflocker.cz
Nakupte již jen za 1 200 Kč a budete mít dopravu ZDARMA;;Misdirection;Pressured Selling;Product Detail;No;https://www.czechdeals.cz/Bytovy-textil/Povleceni/Bavlnene-povleceni/Bavlnene-povleceni-140x220-70x90-cm-Kandy-natur;www.czechdeals.cz
Nakupujete za nejnižší ceny!  Nakupte nyní a získejte navíc slevu až 300 Kč na tento nákup. Chci slevu nyní.;Popup when leaving the page;Misdirection;Pressured Selling;Checkout Process;No;https://www.eroticke-pomucky.com/?action=pad&error=paypal;www.eroticke-pomucky.com
Naposled zakoupil/a: A. V.;;Social Proof;Activity Message;Product Detail;Yes;https://www.cool-ceny.cz/elektricky-zastrihovac-na-domaci-mazlicky-pet-clipper-3460;www.cool-ceny.cz
Naposledy koupeno;;Social Proof;Activity Message;Product Detail;??;https://www.muziker.cz/skateboardy-a-prislusenstvi?s=music;www.muziker.cz
Naposledy koupil Tadeáš před 4 dny;;Social Proof;Activity Message;Product Detail;??;https://www.4lol.cz/1131781-panska-paruka-piratsky-kapitan-captain-pirate;www.4lol.cz
Naposledy zakoupil: Josef S.;Not likely that the product were bought so many times during a nighttime;Social Proof;Activity Message;Product Detail;No;https://www.rescue-store.cz/respiratory/respirator-tvarovany-3m-8835--ffp3-vydechovy-ventilek/;www.rescue-store.cz
Naďa z Prahy má vybráno a nakoupeno ? před 3 hodinami  od Notifikuj x;;Social Proof;Activity Message;Product Detail;??;https://www.detskedrevenehracky.cz/p/provlekaci-hracka-zluty-motylek/;www.detskedrevenehracky.cz
Naši zákazníci s tímto produktem také kupují;In a popup;Social Proof;Activity Message;Product Detail;??;https://www.zindie.cz/konferencni-stoly/designovy-konferencni-stolek-z-akacioveho-dreva-s-kovovymi-nohami/;www.zindie.cz
Nebo zvolte jednorázový nákup bez registrace;Very small text as an alternative to buy without registration;Misdirection;Visual Interference;Checkout Process;No;https://www.buddytoys-eshop.cz/shopping-cart/delivery-information;www.buddytoys-eshop.cz
Nebo zvolte jednorázový nákup bez registrace;Very small text as an alternative to buy without registration;Misdirection;Visual Interference;Checkout Process;No;https://www.buxton-eshop.cz/shopping-cart/delivery-information;www.buxton-eshop.cz
Nebo zvolte jednorázový nákup bez registrace;Very small text as an alternative to buy without registration;Misdirection;Visual Interference;Checkout Process;No;https://www.ergobaby-eshop.cz/shopping-cart/delivery-information;www.ergobaby-eshop.cz
Nechcete-li v rámci programu Ověřeno zákazníky zaslat dotazník spokojenosti s nákupem, dokončete prosím Vaši objednávku zde:;A button is in the text, much smaller and with small contrast. The more visible button leads to signing up for an additional email.;Misdirection;Visual Interference;Cart Detail;No;https://www.omat.cz/kosik;www.omat.cz
Nejprodávanější Nejprodávanější v kategorii;;Social Proof;Activity Message;Product Detail;No;http://www.svickysperky.cz/koule-vlnita-zluta-bon-pari;www.svickysperky.cz
Nejprodávanější produkty na e-shopu;Popup after adding to cart;Misdirection;Pressured Selling;Product Detail;No;https://www.probazen.com/filtracni-kulicky-700-g/;www.probazen.com
Nemám zájem o možnost hodnocení tohoto nákupu na webu třetích stran (heureka.cz, zbozi.cz atp.);;Misdirection;Trick Questions;Checkout Process;No;https://www.sperky-image.cz/checkout;www.sperky-image.cz
Neodcházejte! Tato nabídka je omezená.;Not limited;Urgency;Limited-time Message;Product Detail;Yes;https://apexis.sk/index.php?route=product/product&product_id=1392;apexis.sk
Neodcházejte! Tato nabídka je omezená.;Not limited;Urgency;Limited-time Message;Product Detail;Yes;https://eletur.sk/face-recognition-rozpoznani-obliceje-3d-kamera-kalvesnice-rfid-wg-usb-lan;eletur.sk
Neplaťte poštovné! Přidejte 659 Kč a máte je zdarma.;;Misdirection;Pressured Selling;Product Detail;No;https://www.manutea.cz/zeleny-rooibos-rakytnik-guava-x1667;www.manutea.cz
Nepřeji si dostávat na můj e-mail akční nabídky a novinky;;Misdirection;Trick Questions;Checkout Process;No;https://www.sparkys.cz/dorucovaci-udaje;www.sparkys.cz
Nesouhlasím s předáním údajů za účelem nezávislého hodnocení nákupů;;Misdirection;Trick Questions;Checkout Process;No;https://www.bedario.cz/Kosik?sekce=udaje;www.bedario.cz
Nesouhlasím se zasláním dotazníku hodnocení obchodů Zboží.cz, který pomáhá zlepšovat vaše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://www.epostape.cz/kosik?krok=4&_fid=h92k;www.epostape.cz
Nesouhlasím se zasláním dotazníku pro hodnocení nákupu přes službu Zbozi.cz.   Více informací;double negative;Misdirection;Trick Questions;Checkout Process;No;https://eshop.alfafit.cz/cz-sekce-objednavka.html?krokx=4#in_body;eshop.alfafit.cz
Nesouhlasím se zasláním dotazníku spokojenosti;;Misdirection;Trick Questions;Checkout Process;No;https://www.nejlevnejsisport.cz/checkout_shipping.php;www.nejlevnejsisport.cz
Nesouhlasím se zasláním dotazníku spokojenosti s vyřízením objednávky;;Misdirection;Trick Questions;Checkout Process;No;https://www.probazen.com/objednavka/;www.probazen.com
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.dekolamp.cz/kosik/detail.htm;www.dekolamp.cz
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Cart Detail;No;https://www.elotechnik.cz/kosik/detail.htm;www.elotechnik.cz
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.krbykrbovevlozky.com/kosik/detail.htm;www.krbykrbovevlozky.com
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Product Detail;No;https://www.sgsport.cz/kosik/detail.htm;www.sgsport.cz
Nesouhlasím se zasláním dotazníku spokojenosti třetích stran (Heureka, Zboží...).;;Misdirection;Trick Questions;Checkout Process;No;https://www.tiskarny-tonery-kopirky.cz/kosik/detail.htm;www.tiskarny-tonery-kopirky.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Heureka - Ověřeno zákazníky.;;Misdirection;Trick Questions;Checkout Process;No;https://www.altrishop.cz/altrient/e-finish/;www.altrishop.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Heureka Ověřeno zákazníky a předáním údajů za účelem nezávislého hodnocení nákupu.;;Misdirection;Trick Questions;Checkout Process;No;https://www.pilsenyoyo.cz/yoyo/pokrocili/shutter-splash-modrasvetle-modra.htm;www.pilsenyoyo.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Heureka Ověřeno zákazníky a předáním údajů za účelem nezávislého hodnocení nákupu.;;Misdirection;Trick Questions;Cart Detail;No;https://www.pilsenyoyo.cz/kosik/?cast=add;www.pilsenyoyo.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Heureka Ověřeno zákazníky, který pomáhá zlepšovat naše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.bohemiababyshop.cz/objednat-krok2/?status=1&step=1&crtoken=2;www.bohemiababyshop.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky;;Misdirection;Trick Questions;Checkout Process;No;https://www.virivkylevne.cz/kosik/?idAdd=388&cast=add;www.virivkylevne.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky (Heureka), který pomáhá zlepšovat naše služby. (volitelný);;Misdirection;Trick Questions;Checkout Process;No;https://prdolkove.cz/checkout/;prdolkove.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky portálu Heureka.cz.;;Misdirection;Trick Questions;Cart Detail;No;https://www.ahifi.cz/kosik/detail.htm;www.ahifi.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat naše služby.;double negative;Misdirection;Trick Questions;Checkout Process;No;https://eshop.alfafit.cz/cz-sekce-objednavka.html?krokx=4#in_body;eshop.alfafit.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat naše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://nej-plot.cz/pokladna/;nej-plot.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat naše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://www.hubatacernoska.cz/pokladna;www.hubatacernoska.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://krbovky.eu/index.php/zdere-kominove-1,5mm/HSF25-099-detail;krbovky.eu
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;http://www.ambrashop.cz/objednavka-2;www.ambrashop.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Cart Detail;No;https://www.atranet.cz/kosik;www.atranet.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.beanatur.com/objednavka-2;www.beanatur.com
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.comicspoint.cz/objednavka-2;www.comicspoint.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.dezinfekce-shop.cz/objednavka-2;www.dezinfekce-shop.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.fandora.cz/westmark-mlynek-na-sul-a-pepr-nerezovy-traditionell-e135877.htm;www.fandora.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.hriste-piccolino.cz/objednavka-2;www.hriste-piccolino.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.levnelyze.cz/kosik1;www.levnelyze.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.lynxtep.cz/objednavka-2;www.lynxtep.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.misfit.cz/objednavka-2;www.misfit.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.pospartner.cz/objednavka-2;www.pospartner.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby;;Misdirection;Trick Questions;Checkout Process;No;https://www.shop-naradi.cz/objednavka-2;www.shop-naradi.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://eshop.gmtechnik.cz/pokladna;eshop.gmtechnik.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://interier-vybaveni.cz/hlinikove-stoly-podnoze/5046-stolova-podnoz-benetto-50x100-1195x795x735-mm-typ90-elox.html;interier-vybaveni.cz
Nesouhlasím se zasláním dotazníku spokojenosti v rámci programu Ověřeno zákazníky, který pomáhá zlepšovat vaše služby.;;Misdirection;Trick Questions;Checkout Process;No;https://www.abanesa.cz/objednavka/krok-2/;www.abanesa.cz
